Medication_Name,Package_Size, Manufacturing_Cost , Max_Retailer_Price , Max_Consumer_Price , Max_Consumer_VAT_Price ,Year
OMEPRADEX 10MG 30CAPLETS,30, $2.17 , $5.44 , $7.45 , $8.71 ,2021
OMEPRADEX 20MG 14CAPLETS,14, $2.23 , $5.58 , $7.64 , $8.94 ,2021
OMEPRADEX 20MG 30CAPLETS,30, $3.35 , $8.37 , $11.47 , $13.42 ,2021
OMEPRADEX 40MG 30CAPLETS,30, $15.36 , $38.40 , $48.00 , $56.16 ,2021
OMNIC 0.4MG 30 M.R. CAPS,30, $3.22 , $8.04 , $11.02 , $12.89 ,2021
OMNIC OCAS 0.4 30 FILM COATED TAB,30, $4.46 , $11.16 , $15.29 , $17.89 ,2021
OMR-IGG-AM 5% (5 G/100ML) SOL FOR INJ 50ML,50, $74.26 , $185.65 , $218.14 , $255.22 ,2021
OMR-IGG-AM 5% SOL FOR INJ 100ML,100, $148.52 , $371.30 , $436.28 , $510.44 ,2021
OMR-IGG-AM 5% SOLUTION FOR INJECTION 200ML,200, $297.04 , $742.60 , $816.86 , $955.72 ,2021
OMRI-HEP-B VIAL 5G/100ML,100," $1,087.34 "," $2,718.35 "," $2,990.18 "," $3,498.51 ",2021
ONBREZ BREEZHALER 150MCG INHAL 30 HARD CAPS,30, $10.79 , $26.97 , $36.27 , $42.44 ,2021
ONBREZ BREEZHALER 300MCG INHAL 30 HARD CAPS,30, $10.79 , $26.97 , $36.27 , $42.44 ,2021
ONCO‎TICE‎ ‎‎ ‎500 ‎MU 1‎ ‎VIAL,1, $45.12 , $112.79 , $132.53 , $155.06 ,2021
ONDANSETRON INOVAMED 4 MG 10 F.C.TAB,10, $10.69 , $26.73 , $35.95 , $42.06 ,2021
ONDANSETRON INOVAMED 8 MG 10 F.C.TAB,10, $15.70 , $39.24 , $49.05 , $57.39 ,2021
ONGLYZA 2.5MG 30TAB,30, $13.40 , $33.50 , $41.88 , $49.00 ,2021
ONGLYZA 5 MG 30 FC TAB,30, $12.82 , $32.05 , $40.06 , $46.87 ,2021
ONPATTRO 2 MG/ML 10ML 1 VIAL,1," $4,058.83 "," $10,147.08 "," $11,161.78 "," $13,059.29 ",2021
OPDIVO 10MG/ML VIAL 10ML,10, $564.00 ," $1,410.00 "," $1,551.00 "," $1,814.67 ",2021
OPDIVO 10MG/ML VIAL 4ML,4, $225.60 , $564.00 , $620.40 , $725.87 ,2021
OPSUMIT 10MG 30 F.C.TAB,30," $1,024.98 "," $2,562.46 "," $2,818.70 "," $3,297.88 ",2021
Optalgin Teva  1 G/2 ML 10 AMP,10, $1.67 , $4.18 , $5.72 , $6.70 ,2021
OPTI-GENTA 5ML,5, $0.88 , $2.20 , $3.01 , $3.52 ,2021
OPTILAST EYE DROPS 0.05% 6ML,6, $2.34 , $5.84 , $8.00 , $9.36 ,2021
OPTIVATE 1000 I.U 1VIAL/10ML,1, $435.42 ," $1,088.55 "," $1,197.41 "," $1,400.96 ",2021
ORAMORPH  20MG/ML 20ml,20, $3.05 , $7.63 , $10.46 , $12.23 ,2021
ORENCIA 125MG SC 125MG/ML 4 SYR PREFILLED (1ML),4, $385.61 , $964.02 ," $1,060.42 "," $1,240.69 ",2021
ORENCIA 250MG 1 VIAL POWDER FOR INFUSION,1, $153.79 , $384.47 , $451.75 , $528.55 ,2021
ORFADIN 10MG 60CAPS,60, $924.20 ," $2,310.51 "," $2,541.56 "," $2,973.63 ",2021
ORFADIN 2MG 60CAPS,60, $252.88 , $632.20 , $695.43 , $813.65 ,2021
ORFADIN 5MG 60CAPS,60, $508.45 ," $1,271.12 "," $1,398.23 "," $1,635.93 ",2021
ORFIRIL 300MG/3ML INJ 5AMP,5, $11.13 , $27.82 , $37.41 , $43.77 ,2021
ORGALUTRAN 0.25MG/0.5ML 1PREFILLED SYR,1, $10.84 , $27.11 , $36.46 , $42.66 ,2021
ORKAMBI 100 MG/125 MG 112 FILM COATED TABLETS,112," $4,759.17 "," $11,897.91 "," $13,087.71 "," $15,312.62 ",2021
ORKAMBI 112 tab,112," $4,759.17 "," $11,897.91 "," $13,087.71 "," $15,312.62 ",2021
OSMO ADALAT 20MG 30 SR TAB,30, $0.75 , $1.88 , $2.57 , $3.01 ,2021
OSMO ADALAT 30MG 30 SR TAB,30, $2.75 , $6.89 , $9.43 , $11.04 ,2021
OSMO ADALAT 60MG 30 SR TAB,30, $4.66 , $11.66 , $15.97 , $18.68 ,2021
OSPOLOT 200MG 50TAB,50, $23.14 , $57.85 , $72.31 , $84.60 ,2021
OTEZLA 30MG 56 F.C.TAB,56, $295.79 , $739.48 , $813.43 , $951.71 ,2021
OTEZLA STARTER PACK 27 F.C.TAB (4X10MG 4X20MG 19X30MG),27, $144.53 , $361.33 , $424.56 , $496.73 ,2021
OVALEAP 300IU/0.5 ML 1 CARTRIDGE,1, $48.79 , $121.97 , $143.31 , $167.67 ,2021
OVALEAP 450IU/0.75 ML 1 CARTRIDGE,1, $72.47 , $181.17 , $212.87 , $249.06 ,2021
OVALEAP 900IU/1.5 ML 1 CARTRIDGE,1, $142.86 , $357.16 , $419.66 , $491.00 ,2021
OVESTIN VAG CRM 15G,15, $1.67 , $4.16 , $5.70 , $6.67 ,2021
OVITRELLE 250MCG/0.5ML PREFIL SYR SOL FOR INJ,1, $13.13 , $32.83 , $41.03 , $48.01 ,2021
OXALIPLATIN MEDAC 100MG/VIAL,1, $88.60 , $221.51 , $260.27 , $304.52 ,2021
OXALIPLATIN MEDAC 150MG/VIAL,1, $217.41 , $543.52 , $597.87 , $699.51 ,2021
OXALIPLATIN MEDAC 50MG/VIAL,1, $44.49 , $111.23 , $130.70 , $152.92 ,2021
OXALIPLATIN TEVA 100MG VIAL 20ML FOR INFUSION,1, $88.60 , $221.51 , $260.27 , $304.52 ,2021
OXALIPLATIN TEVA 50MG VIAL 10ML FOR INFUSION,1, $44.49 , $111.23 , $130.70 , $152.92 ,2021
OXALIPLATIN TEVA 5MG/ML VIAL 40ML,1, $166.80 , $417.01 , $489.99 , $573.29 ,2021
OXOPURIN 400MG 100SR CAPL,100, $6.93 , $17.33 , $23.31 , $27.27 ,2021
OXOPURIN 400MG 50SR CAPLETS,50, $3.47 , $8.66 , $11.87 , $13.89 ,2021
OXYCOD FORTE 10MG/ML SYRUP 30ML,30, $4.43 , $11.07 , $15.16 , $17.74 ,2021
OXYCONTIN 10MG 20TAB (CONTROLLED RELEASE),20, $1.94 , $4.85 , $6.65 , $7.78 ,2021
OXYCONTIN 20MG 20TAB,20, $3.27 , $8.17 , $11.20 , $13.10 ,2021
OXYCONTIN 40MG 20 CR TAB,20, $5.86 , $14.66 , $19.71 , $23.06 ,2021
OXYCONTIN 5MG 20 CR TAB,20, $1.32 , $3.29 , $4.51 , $5.27 ,2021
OXYCONTIN 80MG 20TAB,20, $9.88 , $24.69 , $33.21 , $38.85 ,2021
OXYTOCIN INJECTION BP 10AMP (10IU/ML),10, $7.22 , $18.05 , $24.27 , $28.40 ,2021
OZEMPIC 1 prefilled pen 0.25MG/0.19ML,1, $40.41 , $101.04 , $118.72 , $138.90 ,2021
OZEMPIC 1 prefilled pen 0.5MG/0.37ML,1, $40.37 , $100.92 , $118.58 , $138.74 ,2021
OZEMPIC 1.34 MG/1 ML(1MG/0.74ML),1, $40.78 , $101.96 , $119.80 , $140.16 ,2021
OZURDEX 0.7MG IMPLANT IN APPLICATOR,1, $462.72 ," $1,156.80 "," $1,272.48 "," $1,488.80 ",2021
PABAL  100 MCG/ML  5VIAL,5, $73.78 , $184.45 , $216.73 , $253.58 ,2021
PACLIAVENIR 6MG/ML 10VIAL (30MG/5ML),10, $218.88 , $547.20 , $601.92 , $704.25 ,2021
PACLIAVENIR 6MG/ML 4VIAL (300MG/50ML),4, $782.93 ," $1,957.32 "," $2,153.05 "," $2,519.06 ",2021
PACLIAVENIR 6MG/ML 5VIAL (100MG/16.7ML),5, $332.86 , $832.15 , $915.36 ," $1,070.98 ",2021
PACLITAXEL TEVA  300MG/50ML 1VIAL,1, $132.92 , $332.29 , $390.44 , $456.81 ,2021
PACLITAXEL TEVA 30MG/5ML VIAL,1, $21.89 , $54.72 , $68.40 , $80.03 ,2021
PACLITAXEL TEVA 6MG/ML  100MG 16.7ML,1, $66.57 , $166.43 , $195.56 , $228.80 ,2021
PALLADONE 10MG/1ML 5 AMP 2ML,5, $57.88 , $144.70 , $170.02 , $198.92 ,2021
PALOXI INJECTION 0.25MG/VIAL 5ML,1, $20.09 , $50.22 , $62.78 , $73.45 ,2021
PAMID 2.5MG 30TAB,30, $2.14 , $5.36 , $7.34 , $8.59 ,2021
PAN - CEFAZOLIN 1 G. 25 VIAL,25, $20.13 , $50.33 , $62.91 , $73.61 ,2021
PAN-CEFTRIAXONE 1 GM 10 VIAL,10, $22.08 , $55.19 , $68.99 , $80.72 ,2021
PAN-CEFUROXIME 750 MG 10 VIAL,10, $11.34 , $28.35 , $38.13 , $44.61 ,2021
PANTOAVENIR IV 40MG/VIAL 20VIALS,20, $36.70 , $91.76 , $107.82 , $126.15 ,2021
PARACETAMOL FRESENIUS 10 MG/ML 10 VIAL X 100 ML,10, $8.28 , $20.70 , $27.84 , $32.57 ,2021
PARACETAMOL FRESENIUS 10 MG/ML 10 VIAL X 50 ML,10, $4.97 , $12.43 , $16.72 , $19.57 ,2021
PARACETAMOL TARO IV 10MG/ML 10VIAL 100ML,10, $8.28 , $20.70 , $27.84 , $32.57 ,2021
PARICALCITOL INOVAMED 5 MCG/ML 5 AMP,5, $27.05 , $67.63 , $79.47 , $92.98 ,2021
PARKAL 5 VIALS,5, $27.05 , $67.63 , $79.47 , $92.98 ,2021
PAROTIN 20MG 30TAB,30, $2.85 , $7.13 , $9.77 , $11.43 ,2021
PARSABIV 10 MG/2ML 6 VIALS,6, $180.01 , $450.03 , $528.79 , $618.68 ,2021
PARSABIV 2.5 MG/ 0.5ML 6VIALS,6, $43.43 , $108.59 , $127.59 , $149.28 ,2021
PARSABIV 5 MG/1 ML 6 VIALS,6, $85.70 , $214.25 , $251.75 , $294.55 ,2021
PARTANE 5MG 50TAB,50, $2.00 , $5.00 , $6.84 , $8.01 ,2021
PATANOL 0.1% EYE DROPS 5ML,5, $2.67 , $6.68 , $9.15 , $10.71 ,2021
PAXXET 20MG 30TAB,30, $2.85 , $7.13 , $9.77 , $11.43 ,2021
PAXXET 30MG 30TAB,30, $4.05 , $10.12 , $13.86 , $16.22 ,2021
PECFENT 100 4 BOTTLE *8 doses,32, $90.52 , $226.31 , $265.92 , $311.12 ,2021
PECFENT 400 4 BOTTLES*8 doses,32, $85.89 , $214.73 , $252.31 , $295.20 ,2021
PEGASYS PRE-FILLED SYR 135MCG/0.5ML,1, $66.53 , $166.32 , $195.42 , $228.64 ,2021
PEGASYS PRE-FILLED SYR 180MCG/0.5ML,1, $70.59 , $176.47 , $207.35 , $242.60 ,2021
PEGIL 6 MG/0.6ML,1, $254.18 , $635.46 , $699.01 , $817.84 ,2021
PEMETREXED S.K. 50 ML,1, $471.26 ," $1,178.14 "," $1,295.95 "," $1,516.27 ",2021
"PEMETREXED SANDOZ  500	mg VIAL",1, $471.26 ," $1,178.14 "," $1,295.95 "," $1,516.27 ",2021
"PEMETREXED SANDOZ 100	mg VIAL",1, $96.11 , $240.29 , $282.33 , $330.33 ,2021
PEMETREXED TARO 100 MG VIAL,1, $96.11 , $240.29 , $282.33 , $330.33 ,2021
PEMETREXED TARO 1000 MG VIAL,1, $734.51 ," $1,836.27 "," $2,019.90 "," $2,363.28 ",2021
PEMETREXED TARO 500 MG VIAL,1, $471.26 ," $1,178.14 "," $1,295.95 "," $1,516.27 ",2021
PEMETREXED TEVA ® 100 MG 1 VIAL,1, $96.11 , $240.29 , $282.33 , $330.33 ,2021
PEMETREXED TEVA ® 1000 MG 1 VIAL,1, $734.51 ," $1,836.27 "," $2,019.90 "," $2,363.28 ",2021
PEMETREXED TEVA ® 500 MG 1 VIAL,1, $471.26 ," $1,178.14 "," $1,295.95 "," $1,516.27 ",2021
PENIBRIN 2G/1VIAL (15ML),1, $2.04 , $5.10 , $6.99 , $8.18 ,2021
PENIBRIN AMP 1G,1, $0.81 , $2.02 , $2.76 , $3.23 ,2021
PENIBRIN AMP 500MG,1, $0.62 , $1.55 , $2.12 , $2.48 ,2021
PEN-RAFA VK 500 40 CAPLETS,40, $1.86 , $4.65 , $6.37 , $7.45 ,2021
PEN-RAFA VK FORTE 60ML,60, $4.63 , $11.57 , $15.84 , $18.54 ,2021
PENTASA  1GR 60 SR TABLETS,60, $16.75 , $41.86 , $52.33 , $61.22 ,2021
PENTASA 1G 28SUPP,28, $20.11 , $50.27 , $62.84 , $73.52 ,2021
PENTASA 500MG 100 SRTAB,100, $12.70 , $31.75 , $39.69 , $46.44 ,2021
PENTASA ENEMA 7X1OOML,700, $9.93 , $24.82 , $33.38 , $39.06 ,2021
PENTASA S.R GRANULES 4GR,30, $33.71 , $84.28 , $99.03 , $115.87 ,2021
PENTASA SLOW RELEASE GRANULES 1GX100SACH,100, $28.32 , $70.79 , $83.18 , $97.32 ,2021
PENTASA SLOW RELEASE GRANULES 2GX60SACHET,60, $32.72 , $81.79 , $96.11 , $112.44 ,2021
PERFALGAN 10MG/ML 1GR/100ML 12VIALS,12, $8.28 , $20.70 , $27.84 , $32.57 ,2021
PERGOVERIS 150 IU/75IU VIAL (POWDER+SOLVENT),1, $27.96 , $69.91 , $82.14 , $96.11 ,2021
PERGOVERIS PRE-FILLED PEN 0.48ML,1, $64.24 , $160.60 , $188.70 , $220.78 ,2021
PERGOVERIS PRE-FILLED PEN 0.72ML,1, $96.36 , $240.89 , $283.05 , $331.17 ,2021
PERGOVERIS PRE-FILLED PEN 1.44ML,1, $192.72 , $481.79 , $566.11 , $662.34 ,2021
PERICATE 5AMP,5, $26.36 , $65.91 , $77.44 , $90.61 ,2021
PERJETA 420MG/14ML 1VIAL(14ML),1," $1,165.49 "," $2,913.72 "," $3,205.09 "," $3,749.95 ",2021
PERMIXON 160MG 60CAPS,60, $6.19 , $15.47 , $20.81 , $24.35 ,2021
PERPHENAN 8MG 20TAB,20, $3.12 , $7.80 , $10.69 , $12.51 ,2021
PERRIMOD CREAM 12X0.25G PACKETS,12, $22.56 , $56.41 , $70.51 , $82.49 ,2021
PHEBURANE BOTTLE 483MG/G BOTTLE 174G,174, $203.58 , $508.94 , $598.01 , $699.67 ,2021
PHENASEN 1 MG/ML 10 VIAL 10 ML,10," $1,624.13 "," $4,060.32 "," $4,466.35 "," $5,225.63 ",2021
PHENICOL 0.5% 10ML,10, $1.15 , $2.87 , $3.94 , $4.61 ,2021
PHENIDIN 18 MG 30 SR TAB,30, $9.50 , $23.75 , $31.94 , $37.37 ,2021
PHENIDIN 27 MG 30SR TAB,30, $13.46 , $33.65 , $42.07 , $49.22 ,2021
PHENIDIN 36 MG 30SR TAB,30, $14.37 , $35.93 , $44.91 , $52.54 ,2021
PHENIDIN 54 MG 30 SR TAB,30, $19.65 , $49.12 , $61.40 , $71.84 ,2021
PHENOBARBITONE 100MG 30TAB,30, $1.56 , $3.90 , $5.34 , $6.25 ,2021
PHENOBARBITONE 15MG 30TAB,30, $6.77 , $16.94 , $22.78 , $26.65 ,2021
PHENYLEPHRINE SINTETICA 10 MG/ML 10 AMP,10, $63.94 , $159.85 , $187.83 , $219.76 ,2021
PICATO 0.015% TOPICAL GEL 3 X 0.47 G,3, $35.62 , $89.05 , $104.63 , $122.42 ,2021
PICATO 0.05% TOPICAL GEL 2 X 0.47 G,2, $35.62 , $89.05 , $104.63 , $122.42 ,2021
PICO SALAX CRANBERRY   2SACHETS    2*16.1 G,2, $4.93 , $12.32 , $16.57 , $19.39 ,2021
PICO-SALAX ORANGE POWDER FOR SOL SACHET 2X16.1G,2, $4.93 , $12.32 , $16.57 , $19.39 ,2021
PIFELTRO 100 MG 30 TAB,30, $158.21 , $395.52 , $464.74 , $543.74 ,2021
PILOCARPINE 2% 10ML,10, $1.20 , $3.00 , $4.12 , $4.81 ,2021
PIPERACILLIN /TAZOBACTAM - FRESENIUS 4 G/0.5 G 10 VIAL,10, $46.11 , $115.28 , $135.46 , $158.49 ,2021
PIPERACILLIN/ TAZOBACTAM PANPHARMA 4G/500MG 10 VIAL,10, $46.11 , $115.28 , $135.46 , $158.49 ,2021
PLAQUENIL 200MG 100TAB,100, $5.82 , $14.55 , $19.57 , $22.89 ,2021
PLAVIX 300MG 30TAB,30, $60.16 , $150.40 , $176.72 , $206.76 ,2021
PLAVIX 75MG 30TAB,30, $4.10 , $10.26 , $14.05 , $16.44 ,2021
PLEGRIDY 125MCG/0.5ML 2 PRE FILLED PEN,2, $295.66 , $739.15 , $813.07 , $951.29 ,2021
PLEGRIDY 94 MCG & 63 MCG/0.5ML 1+1 PRE FILLED PEN,2, $297.97 , $744.94 , $819.43 , $958.73 ,2021
PNEUMOVAX 23 25MCG/0.5ML,1, $9.71 , $24.28 , $32.66 , $38.21 ,2021
PRADAXA 110MG 10CAPS,10, $4.42 , $11.06 , $15.15 , $17.73 ,2021
PRADAXA 110MG 30CAPS,30, $13.27 , $33.18 , $41.47 , $48.53 ,2021
PRADAXA 110MG 60CAPS,60, $26.54 , $66.36 , $77.97 , $91.23 ,2021
PRADAXA 150MG 60CAPS,60, $26.54 , $66.36 , $77.97 , $91.23 ,2021
PRADAXA 75MG 10CAPS,10, $4.42 , $11.06 , $15.15 , $17.73 ,2021
PRADAXA 75MG 30CAPS,30, $13.27 , $33.18 , $41.47 , $48.52 ,2021
PRALUENT 150 MG INJECTION 2 PREFILLED PEN,2, $202.13 , $505.31 , $593.74 , $694.68 ,2021
PRALUENT 75 MG INJECTION 2 PREFILLED SYR,2, $202.13 , $505.31 , $593.74 , $694.68 ,2021
PRAMIN 10MG 30TAB,30, $1.32 , $3.29 , $4.51 , $5.27 ,2021
PRAMIN 5AMP 10MG/2ML,5, $1.15 , $2.88 , $3.95 , $4.62 ,2021
PRAMIN INJECTION 10MG/2ML 50AMP,50, $9.70 , $24.26 , $32.63 , $38.17 ,2021
PRANDASE 100MG 30TAB,30, $2.20 , $5.50 , $7.53 , $8.81 ,2021
PRANDASE 50MG 30TAB,30, $1.53 , $3.82 , $5.23 , $6.12 ,2021
PRAVALIP 10 30TAB,30, $1.84 , $4.60 , $6.31 , $7.38 ,2021
PRAVALIP 20 30TAB,30, $2.72 , $6.80 , $9.31 , $10.90 ,2021
PRAVALIP 40 30TAB,30, $3.62 , $9.06 , $12.41 , $14.52 ,2021
PRAVASTATIN-TEVA 10MG 30TAB,30, $1.84 , $4.60 , $6.31 , $7.38 ,2021
PRAVASTATIN-TEVA 20MG 30TAB,30, $2.72 , $6.80 , $9.31 , $10.90 ,2021
PRAVASTATIN-TEVA 40MG 30TAB,30, $3.62 , $9.06 , $12.41 , $14.52 ,2021
PRED-FORTE 1% OPH 5ML,5, $1.13 , $2.82 , $3.87 , $4.53 ,2021
PREDNISONE 1MG 100TAB,100, $1.94 , $4.86 , $6.66 , $7.79 ,2021
PREDNISONE 20MG 30TAB,30, $2.37 , $5.93 , $8.13 , $9.51 ,2021
PREDNISONE 5MG 30TAB,30, $1.03 , $2.58 , $3.53 , $4.13 ,2021
PREGABALIN DEXCEL 150 MG 56 CAPSULES,56, $14.20 , $35.51 , $44.39 , $51.94 ,2021
PREGABALIN DEXCEL 225 MG 56 caps,56, $16.20 , $40.49 , $50.61 , $59.22 ,2021
PREGABALIN DEXCEL 25 MG 56 CAPSULES,56, $3.36 , $8.40 , $11.51 , $13.47 ,2021
PREGABALIN DEXCEL 300 MG 56 CAPSULES,56, $16.83 , $42.07 , $52.59 , $61.53 ,2021
PREGABALIN DEXCEL 50 MG 56 CAPSULES,56, $5.90 , $14.76 , $19.85 , $23.23 ,2021
PREGABALIN DEXCEL 75 MG 56 CAPSULES,56, $9.65 , $24.14 , $32.46 , $37.98 ,2021
PREGABALIN INOVAMED 150 MG 56 CAPS,56, $14.20 , $35.51 , $44.39 , $51.94 ,2021
PREGABALIN INOVAMED 25 MG 56 CAPS,56, $3.36 , $8.40 , $11.51 , $13.47 ,2021
PREGABALIN INOVAMED 300 MG 56 CAPS,56, $16.83 , $42.07 , $52.59 , $61.53 ,2021
PREGABALIN INOVAMED 50 MG 56 CAPS,56, $5.90 , $14.76 , $19.85 , $23.23 ,2021
PREGABALIN INOVAMED 75 MG 56 CAPS,56, $9.65 , $24.14 , $32.46 , $37.98 ,2021
PREGABALIN TARO 150 MG 56 CAPS,56, $14.20 , $35.51 , $44.39 , $51.94 ,2021
PREGABALIN TARO 300 MG  56CAPS,56, $16.83 , $42.07 , $52.59 , $61.53 ,2021
PREGABALIN TARO 75 MG 56CAPS,56, $9.65 , $24.14 , $32.46 , $37.98 ,2021
PREGABALIN TEVA  150 MG 56 TAB,56, $14.20 , $35.51 , $44.39 , $51.94 ,2021
PREGABALIN TEVA  25 MG 56 TAB,56, $3.36 , $8.40 , $11.51 , $13.47 ,2021
PREGABALIN TEVA  300 MG 56 TAB,56, $16.83 , $42.07 , $52.59 , $61.53 ,2021
PREGABALIN TEVA  50 MG 56 TAB,56, $5.90 , $14.76 , $19.85 , $23.23 ,2021
PREGABALIN TEVA  75 MG 56 TAB,56, $9.65 , $24.14 , $32.46 , $37.98 ,2021
PREGNYL 5000I.U 1AMP,1, $4.18 , $10.45 , $14.32 , $16.75 ,2021
PRESSOLAT 10MG 30TAB,30, $1.62 , $4.05 , $5.54 , $6.48 ,2021
PREVENAR 13  SYRINGE PREFILLED 1X0.5ML,1, $21.04 , $52.59 , $65.74 , $76.92 ,2021
PREZISTA 400MG 60TAB,60, $146.67 , $366.66 , $430.83 , $504.07 ,2021
PREZISTA 600MG 60TAB,60, $153.47 , $383.67 , $450.82 , $527.46 ,2021
PRIDE 100 MG 30 F.C.TAB,30, $5.63 , $14.07 , $18.93 , $22.15 ,2021
PRIDE 400 MG 30 F.C.TAB,30, $17.99 , $44.97 , $56.21 , $65.76 ,2021
PRIMOLUT NOR 5MG 20TAB,20, $0.94 , $2.36 , $3.23 , $3.78 ,2021
PRIMOLUT-NOR 5 MG 30 TAB,30, $1.41 , $3.53 , $4.84 , $5.66 ,2021
PRIORIX  VIAL 0.5ML,1, $8.30 , $20.75 , $27.91 , $32.65 ,2021
PRIVIGEN 10G/100ML VIAL,100, $270.48 , $676.20 , $743.82 , $870.27 ,2021
PRIVIGEN 5G/50ML VIAL,50, $135.24 , $338.10 , $397.27 , $464.81 ,2021
PRIZMA 20MG 30TAB,30, $2.87 , $7.18 , $9.84 , $11.51 ,2021
PRIZMA SOLUTION 120 ML,120, $3.35 , $8.37 , $11.46 , $13.41 ,2021
PROAVENIR 1MG 30 F.C.TAB,30, $12.49 , $31.22 , $39.03 , $45.66 ,2021
PROAVENIR 1MG 98 F.C.TAB,98, $40.80 , $101.99 , $119.84 , $140.21 ,2021
PROCOR 200MG 30TAB,30, $2.15 , $5.38 , $7.38 , $8.63 ,2021
PRO-CURE 5MG 28TAB,28, $2.85 , $7.12 , $9.75 , $11.41 ,2021
PROFENID 100MG 12SUPP,12, $1.21 , $3.03 , $4.15 , $4.86 ,2021
PROFENID 50MG 24CAPS,24, $0.85 , $2.12 , $2.90 , $3.39 ,2021
PROFEX 150MG 30TAB,30, $1.45 , $3.64 , $4.98 , $5.83 ,2021
PROFEX 300MG 30TAB,30, $3.14 , $7.86 , $10.76 , $12.59 ,2021
PROFITEN 1MG 30TAB,30, $3.03 , $7.57 , $10.37 , $12.14 ,2021
PROFITEN SYROP 100ML,100, $1.39 , $3.48 , $4.77 , $5.58 ,2021
PROGRAF 0.5 MG 50 CAPSULES,50, $17.99 , $44.98 , $56.22 , $65.78 ,2021
PROGRAF 1 MG 100 CAPSULES,100, $64.92 , $162.29 , $190.69 , $223.11 ,2021
PROGRAF 5 MG 50CAPSULES,50, $156.77 , $391.93 , $460.52 , $538.81 ,2021
PROGRAF 5 MG/ML 10 AMP,10, $252.53 , $631.34 , $694.47 , $812.53 ,2021
PROGYLUTON 21TAB(11+10),21, $1.01 , $2.51 , $3.44 , $4.03 ,2021
PROGYNOVA 2MG 28TAB,28, $1.58 , $3.94 , $5.40 , $6.32 ,2021
PROLEUKIN 18 MIU 1ML VIAL,1, $69.42 , $173.56 , $203.93 , $238.60 ,2021
PROLIA 60MG/ML PREFIL SYRINGE,1, $77.40 , $193.49 , $227.35 , $266.00 ,2021
PROLOL 10MG 50TAB,50, $1.03 , $2.58 , $3.54 , $4.14 ,2021
PROLOL 40MG 50TAB,50, $1.17 , $2.93 , $4.02 , $4.70 ,2021
PROMETHAZINE 0.1% 100ML,100, $1.55 , $3.88 , $5.31 , $6.21 ,2021
PROMNIX 0.4 MG 30  MR CAPSULES,30, $3.22 , $8.04 , $11.02 , $12.89 ,2021
PROPECIA 1MG 30TAB,30, $12.49 , $31.22 , $39.03 , $45.66 ,2021
PROPECIA 1MG 98TAB,98, $40.80 , $101.99 , $119.84 , $140.21 ,2021
PROPESS 10MG 5VAGINAL PESSARY,5, $120.07 , $300.18 , $352.71 , $412.68 ,2021
PROPOFOL - LIPURO 1 % 20ml 5 AMP,5, $3.79 , $9.49 , $13.00 , $15.20 ,2021
PROPOFOL LIPURO 2 % 50ML 10 AMP,10, $66.77 , $166.93 , $196.14 , $229.49 ,2021
PROPYL-THIOCIL 30TAB,30, $2.04 , $5.10 , $6.99 , $8.18 ,2021
PROQUAD 1 vial,1, $38.07 , $95.17 , $111.83 , $130.84 ,2021
PROSULF 50MG/5ML 10AMP (5ML),10, $37.20 , $93.00 , $109.28 , $127.85 ,2021
PROTHIAZINE 25MG 30TAB,30, $1.13 , $2.82 , $3.87 , $4.52 ,2021
PROTHIAZINE SYR110ML,110, $1.71 , $4.26 , $5.84 , $6.84 ,2021
PROTOCIDE 500MG 4TAB,4, $1.67 , $4.19 , $5.73 , $6.71 ,2021
PROTOPIC 0.03% OINT 30GR,30, $8.77 , $21.91 , $29.47 , $34.49 ,2021
PROTOPIC 0.1% OINT 30GR,30, $7.38 , $18.44 , $24.80 , $29.02 ,2021
PROVERA 5MG 24TAB,24, $1.30 , $3.26 , $4.46 , $5.22 ,2021
PROVIGIL 100MG 30TAB,30, $12.65 , $31.62 , $39.53 , $46.25 ,2021
PROVIRON 25MG 50TAB,50, $3.65 , $9.13 , $12.51 , $14.63 ,2021
PROVOCHOLINE 100MG/VIAL 6VIALS,6, $131.09 , $327.73 , $385.08 , $450.54 ,2021
PROZAC 20MG 56CAP,56, $5.41 , $13.53 , $18.19 , $21.29 ,2021
PRYSOLIN 250MG 30TAB,30, $2.07 , $5.17 , $7.08 , $8.28 ,2021
PULMOZYME INHALATION SOLUTION 2.5MG/2.5ML 30AMP,30, $250.75 , $626.87 , $689.55 , $806.78 ,2021
PUREGON  300UI/0.36ML CARTRIDGE,1, $41.89 , $104.72 , $123.04 , $143.96 ,2021
PUREGON  600UI/0.72ML CARTRIDGE,1, $87.80 , $219.49 , $257.90 , $301.75 ,2021
PUREGON SOL FOR INJ CART 1X900 IU /1.08ML,1, $126.70 , $316.76 , $372.20 , $435.47 ,2021
PURI-NETHOL 50MG 25TAB,25, $26.07 , $65.17 , $76.58 , $89.60 ,2021
PYRIDOSTIGMINE 60MG 30TAB,30, $2.64 , $6.60 , $9.04 , $10.58 ,2021
QLAIR 1X28TAB,28, $4.63 , $11.59 , $15.87 , $18.57 ,2021
QLAIR 3X28TAB,84, $13.90 , $34.76 , $43.45 , $50.84 ,2021
QUETIAPINE TEVA 100MG 30TAB,30, $4.14 , $10.36 , $14.19 , $16.60 ,2021
QUETIAPINE TEVA 200MG 30TAB,30, $7.38 , $18.45 , $24.82 , $29.04 ,2021
